,_,_,_,start_loc,end_loc,_,_,_,gene_info
"
2553,Chromosome,ena,gene,2835173,2837425,.,-,.,"ID=gene:b2712;Name=hypF;biotype=protein_coding;description=carbamoyl phosphate phosphatase and [NiFe] hydrogenase maturation protein;gene_id=b2712;logic_name=ena
"
2554,Chromosome,ena,gene,2837578,2838105,.,-,.,"ID=gene:b2713;Name=hydN;biotype=protein_coding;description=formate dehydrogenase-H%2C [4Fe-4S] ferredoxin subunit;gene_id=b2713;logic_name=ena
"
2555,Chromosome,ena,gene,2838254,2839264,.,-,.,"ID=gene:b2714;Name=ascG;biotype=protein_coding;description=asc operon transcriptional repressor%3B prpBC operon repressor;gene_id=b2714;logic_name=ena
"
2556,Chromosome,ena,gene,2839524,2840981,.,+,.,"ID=gene:b2715;Name=ascF;biotype=protein_coding;description=cellobiose/arbutin/salicin-specific PTS enzymes%2C IIB and IC components;gene_id=b2715;logic_name=ena
"
2557,Chromosome,ena,gene,2840990,2842414,.,+,.,"ID=gene:b2716;Name=ascB;biotype=protein_coding;description=cryptic 6-phospho-beta-glucosidase;gene_id=b2716;logic_name=ena
"
2558,Chromosome,ena,gene,2842573,2843043,.,-,.,"ID=gene:b2717;Name=hycI;biotype=protein_coding;description=protease involved in processing C-terminal end of HycE;gene_id=b2717;logic_name=ena
"
2559,Chromosome,ena,gene,2843036,2843446,.,-,.,"ID=gene:b2718;Name=hycH;biotype=protein_coding;description=hydrogenase 3 maturation protein;gene_id=b2718;logic_name=ena
"
2560,Chromosome,ena,gene,2843443,2844210,.,-,.,"ID=gene:b2719;Name=hycG;biotype=protein_coding;description=hydrogenase 3 and formate hydrogenase complex%2C HycG subunit;gene_id=b2719;logic_name=ena
"
2561,Chromosome,ena,gene,2844210,2844752,.,-,.,"ID=gene:b2720;Name=hycF;biotype=protein_coding;description=formate hydrogenlyase complex iron-sulfur protein;gene_id=b2720;logic_name=ena
"
2562,Chromosome,ena,gene,2844762,2846471,.,-,.,"ID=gene:b2721;Name=hycE;biotype=protein_coding;description=hydrogenase 3%2C large subunit;gene_id=b2721;logic_name=ena
"
2563,Chromosome,ena,gene,2846489,2847412,.,-,.,"ID=gene:b2722;Name=hycD;biotype=protein_coding;description=hydrogenase 3%2C membrane subunit;gene_id=b2722;logic_name=ena
"
2564,Chromosome,ena,gene,2847415,2849241,.,-,.,"ID=gene:b2723;Name=hycC;biotype=protein_coding;description=hydrogenase 3%2C membrane subunit;gene_id=b2723;logic_name=ena
"
2565,Chromosome,ena,gene,2849238,2849849,.,-,.,"ID=gene:b2724;Name=hycB;biotype=protein_coding;description=hydrogenase 3%2C Fe-S subunit;gene_id=b2724;logic_name=ena
"
2566,Chromosome,ena,gene,2849974,2850435,.,-,.,"ID=gene:b2725;Name=hycA;biotype=protein_coding;description=regulator of the transcriptional regulator FhlA;gene_id=b2725;logic_name=ena
"
2567,Chromosome,ena,gene,2850647,2850997,.,+,.,"ID=gene:b2726;Name=hypA;biotype=protein_coding;description=protein involved in nickel insertion into hydrogenases 3;gene_id=b2726;logic_name=ena
"
2568,Chromosome,ena,gene,2851001,2851873,.,+,.,"ID=gene:b2727;Name=hypB;biotype=protein_coding;description=GTP hydrolase involved in nickel liganding into hydrogenases;gene_id=b2727;logic_name=ena
"
2569,Chromosome,ena,gene,2851864,2852136,.,+,.,"ID=gene:b2728;Name=hypC;biotype=protein_coding;description=hydrogenase maturation protein;gene_id=b2728;logic_name=ena
"
2570,Chromosome,ena,gene,2852136,2853257,.,+,.,"ID=gene:b2729;Name=hypD;biotype=protein_coding;description=hydrogenase maturation protein;gene_id=b2729;logic_name=ena
"
2571,Chromosome,ena,gene,2853254,2854264,.,+,.,"ID=gene:b2730;Name=hypE;biotype=protein_coding;description=carbamoyl dehydratase%2C hydrogenases 1%2C2%2C3 maturation protein;gene_id=b2730;logic_name=ena
"
2572,Chromosome,ena,gene,2854338,2856416,.,+,.,"ID=gene:b2731;Name=fhlA;biotype=protein_coding;description=formate hydrogenlyase transcriptional activator;gene_id=b2731;logic_name=ena
"
2573,Chromosome,ena,gene,2856453,2856806,.,-,.,"ID=gene:b2732;Name=ygbA;biotype=protein_coding;description=uncharacterized protein;gene_id=b2732;logic_name=ena
"
2574,Chromosome,ena,gene,2857093,2859654,.,+,.,"ID=gene:b2733;Name=mutS;biotype=protein_coding;description=methyl-directed mismatch repair protein;gene_id=b2733;logic_name=ena
"
2575,Chromosome,ena,gene,2859760,2860416,.,+,.,"ID=gene:b2734;Name=pphB;biotype=protein_coding;description=serine/threonine-specific protein phosphatase 2;gene_id=b2734;logic_name=ena
"
2576,Chromosome,ena,gene,2860467,2861234,.,-,.,"ID=gene:b2735;Name=ygbI;biotype=protein_coding;description=DeoR family putative transcriptional regulator;gene_id=b2735;logic_name=ena
"
2577,Chromosome,ena,gene,2861430,2862338,.,+,.,"ID=gene:b2736;Name=ygbJ;biotype=protein_coding;description=putative dehydrogenase;gene_id=b2736;logic_name=ena
"
2578,Chromosome,ena,gene,2862335,2863501,.,+,.,"ID=gene:b2737;Name=ygbK;biotype=protein_coding;description=FliA-regulated DUF1537 family protein;gene_id=b2737;logic_name=ena
"
2579,Chromosome,ena,gene,2863593,2864231,.,+,.,"ID=gene:b2738;Name=ygbL;biotype=protein_coding;description=putative class II aldolase;gene_id=b2738;logic_name=ena
"
2580,Chromosome,ena,gene,2864236,2865012,.,+,.,"ID=gene:b2739;Name=ygbM;biotype=protein_coding;description=putative hydroxypyruvate isomerase;gene_id=b2739;logic_name=ena
"
2581,Chromosome,ena,gene,2865101,2866465,.,+,.,"ID=gene:b2740;Name=ygbN;biotype=protein_coding;description=putative transporter;gene_id=b2740;logic_name=ena
"
2582,Chromosome,ena,gene,2866559,2867551,.,-,.,"ID=gene:b2741;Name=rpoS;biotype=protein_coding;description=RNA polymerase%2C sigma S (sigma 38) factor;gene_id=b2741;logic_name=ena
"
2583,Chromosome,ena,gene,2867614,2868753,.,-,.,"ID=gene:b2742;Name=nlpD;biotype=protein_coding;description=activator of AmiC murein hydrolase activity%2C lipoprotein;gene_id=b2742;logic_name=ena
"
2584,Chromosome,ena,gene,2868893,2869519,.,-,.,"ID=gene:b2743;Name=pcm;biotype=protein_coding;description=L-isoaspartate protein carboxylmethyltransferase type II;gene_id=b2743;logic_name=ena
"
2585,Chromosome,ena,gene,2869513,2870274,.,-,.,"ID=gene:b2744;Name=umpG;biotype=protein_coding;description=broad specificity 5'(3')-nucleotidase and polyphosphatase;gene_id=b2744;logic_name=ena
"
2586,Chromosome,ena,gene,2870255,2871304,.,-,.,"ID=gene:b2745;Name=truD;biotype=protein_coding;description=tRNA(Glu) pseudouridine(13) synthase;gene_id=b2745;logic_name=ena
"
2587,Chromosome,ena,gene,2871301,2871780,.,-,.,"ID=gene:b2746;Name=ispF;biotype=protein_coding;description=2C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase;gene_id=b2746;logic_name=ena
"
2588,Chromosome,ena,gene,2871780,2872490,.,-,.,"ID=gene:b2747;Name=ispD;biotype=protein_coding;description=4-diphosphocytidyl-2C-methyl-D-erythritol synthase;gene_id=b2747;logic_name=ena
"
2589,Chromosome,ena,gene,2872509,2872820,.,-,.,"ID=gene:b2748;Name=ftsB;biotype=protein_coding;description=cell division protein;gene_id=b2748;logic_name=ena
"
2590,Chromosome,ena,gene,2873014,2873337,.,-,.,"ID=gene:b2749;Name=ygbE;biotype=protein_coding;description=DUF3561 family inner membrane protein;gene_id=b2749;logic_name=ena
"
2591,Chromosome,ena,gene,2873387,2873992,.,-,.,"ID=gene:b2750;Name=cysC;biotype=protein_coding;description=adenosine 5'-phosphosulfate kinase;gene_id=b2750;logic_name=ena
"
2592,Chromosome,ena,gene,2873992,2875419,.,-,.,"ID=gene:b2751;Name=cysN;biotype=protein_coding;description=sulfate adenylyltransferase%2C subunit 1;gene_id=b2751;logic_name=ena
"
2593,Chromosome,ena,gene,2875421,2876329,.,-,.,"ID=gene:b2752;Name=cysD;biotype=protein_coding;description=sulfate adenylyltransferase%2C subunit 2;gene_id=b2752;logic_name=ena
"
2594,Chromosome,ena,gene,2876581,2877618,.,+,.,"ID=gene:b2753;Name=iap;biotype=protein_coding;description=aminopeptidase in alkaline phosphatase isozyme conversion;gene_id=b2753;logic_name=ena
"
2595,Chromosome,ena,gene,2878569,2878853,.,-,.,"ID=gene:b2754;Name=ygbF;biotype=protein_coding;description=CRISPR adaptation ssRNA endonuclease;gene_id=b2754;logic_name=ena
"
2596,Chromosome,ena,gene,2878855,2879772,.,-,.,"ID=gene:b2755;Name=ygbT;biotype=protein_coding;description=multifunctional endonuclease Cas1%2C CRISPR adaptation protein%3B DNA repair enzyme;gene_id=b2755;logic_name=ena
"
2597,Chromosome,ena,gene,2879788,2880387,.,-,.,"ID=gene:b2756;Name=casE;biotype=protein_coding;description=CRISPR RNA precursor cleavage enzyme%3B CRISP RNA (crRNA) containing Cascade antiviral complex protein;gene_id=b2756;logic_name=ena
"
2598,Chromosome,ena,gene,2880374,2881048,.,-,.,"ID=gene:b2757;Name=casD;biotype=protein_coding;description=CRISP RNA (crRNA) containing Cascade antiviral complex protein;gene_id=b2757;logic_name=ena
"
2599,Chromosome,ena,gene,2881051,2882142,.,-,.,"ID=gene:b2758;Name=casC;biotype=protein_coding;description=CRISP RNA (crRNA) containing Cascade antiviral complex protein;gene_id=b2758;logic_name=ena
"
2600,Chromosome,ena,gene,2882155,2882637,.,-,.,"ID=gene:b2759;Name=casB;biotype=protein_coding;description=CRISP RNA (crRNA) containing Cascade antiviral complex protein;gene_id=b2759;logic_name=ena
"
2601,Chromosome,ena,gene,2882630,2884138,.,-,.,"ID=gene:b2760;Name=casA;biotype=protein_coding;description=CRISP RNA (crRNA) containing Cascade antiviral complex protein;gene_id=b2760;logic_name=ena
"
2602,Chromosome,ena,gene,2884553,2887219,.,-,.,"ID=gene:b2761;Name=ygcB;biotype=protein_coding;description=Cascade complex anti-viral R-loop helicase-annealase Cas3;gene_id=b2761;logic_name=ena
"
2603,Chromosome,ena,gene,2887578,2888312,.,-,.,"ID=gene:b2762;Name=cysH;biotype=protein_coding;description=phosphoadenosine phosphosulfate reductase%3B PAPS reductase%2C thioredoxin dependent;gene_id=b2762;logic_name=ena
"
2604,Chromosome,ena,gene,2888387,2890099,.,-,.,"ID=gene:b2763;Name=cysI;biotype=protein_coding;description=sulfite reductase%2C beta subunit%2C NAD(P)-binding%2C heme-binding;gene_id=b2763;logic_name=ena
"
2605,Chromosome,ena,gene,2890099,2891898,.,-,.,"ID=gene:b2764;Name=cysJ;biotype=protein_coding;description=sulfite reductase%2C alpha subunit%2C flavoprotein;gene_id=b2764;logic_name=ena
"
2606,Chromosome,ena,gene,2892214,2892579,.,+,.,"ID=gene:b2765;Name=queD;biotype=protein_coding;description=6-pyruvoyl tetrahydrobiopterin synthase (PTPS);gene_id=b2765;logic_name=ena
"
2607,Chromosome,ena,gene,2892657,2893928,.,+,.,"ID=gene:b2766;Name=ygcN;biotype=protein_coding;description=putative oxidoreductase;gene_id=b2766;logic_name=ena
"
2608,Chromosome,ena,gene,2893919,2894179,.,+,.,"ID=gene:b2767;Name=ygcO;biotype=protein_coding;description=putative 4Fe-4S cluster-containing protein;gene_id=b2767;logic_name=ena
"
2609,Chromosome,ena,gene,2894196,2894771,.,+,.,"ID=gene:b2768;Name=ygcP;biotype=protein_coding;description=putative antiterminator regulatory protein;gene_id=b2768;logic_name=ena
"
2610,Chromosome,ena,gene,2894919,2895779,.,-,.,"ID=gene:b2769;Name=ygcQ;biotype=protein_coding;description=putative flavoprotein;gene_id=b2769;logic_name=ena
"
2611,Chromosome,ena,gene,2895776,2896555,.,-,.,"ID=gene:b2770;Name=ygcR;biotype=protein_coding;description=putative flavoprotein;gene_id=b2770;logic_name=ena
"
2612,Chromosome,ena,gene,2896533,2897870,.,-,.,"ID=gene:b2771;Name=ygcS;biotype=protein_coding;description=putative MFS sugar transporter%3B membrane protein;gene_id=b2771;logic_name=ena
"
2613,Chromosome,ena,gene,2897964,2899418,.,-,.,"ID=gene:b4463;Name=ygcU;biotype=protein_coding;description=putative FAD-linked oxidoreductase;gene_id=b4463;logic_name=ena
"
2614,Chromosome,ena,gene,2899488,2900273,.,-,.,"ID=gene:b2774;Name=ygcW;biotype=protein_coding;description=putative SDR family oxidoreductase;gene_id=b2774;logic_name=ena
"
2615,Chromosome,ena,gene,2900592,2901869,.,+,.,"ID=gene:b2775;Name=yqcE;biotype=protein_coding;description=putative MFS transporter%2C inner membrane protein;gene_id=b2775;logic_name=ena
"
2616,Chromosome,ena,gene,2901896,2903374,.,+,.,"ID=gene:b2776;Name=ygcE;biotype=protein_coding;description=putative kinase;gene_id=b2776;logic_name=ena
"
2617,Chromosome,ena,gene,2904747,2905418,.,-,.,"ID=gene:b2777;Name=queE;biotype=protein_coding;description=7-carboxy-7-deazaguanine synthase%3B queosine biosynthesis;gene_id=b2777;logic_name=ena
"
2618,Chromosome,ena,gene,2905557,2905697,.,+,.,"ID=gene:b4682;Name=yqcG;biotype=protein_coding;description=membrane stress resistance protein;gene_id=b4682;logic_name=ena
"
2619,Chromosome,ena,gene,2905711,2906583,.,+,.,"ID=gene:b2778;Name=ygcG;biotype=protein_coding;description=TPM domain protein%2C putative phosphatase;gene_id=b2778;logic_name=ena
"
2620,Chromosome,ena,gene,2906643,2907941,.,-,.,"ID=gene:b2779;Name=eno;biotype=protein_coding;description=enolase;gene_id=b2779;logic_name=ena
"
2621,Chromosome,ena,gene,2908029,2909666,.,-,.,"ID=gene:b2780;Name=pyrG;biotype=protein_coding;description=CTP synthetase;gene_id=b2780;logic_name=ena
"
2622,Chromosome,ena,gene,2909894,2910685,.,-,.,"ID=gene:b2781;Name=mazG;biotype=protein_coding;description=nucleoside triphosphate pyrophosphohydrolase;gene_id=b2781;logic_name=ena
"
2623,Chromosome,ena,gene,2910756,2911091,.,-,.,"ID=gene:b2782;Name=mazF;biotype=protein_coding;description=mRNA interferase toxin%2C antitoxin is MazE;gene_id=b2782;logic_name=ena
"
2624,Chromosome,ena,gene,2911091,2911339,.,-,.,"ID=gene:b2783;Name=mazE;biotype=protein_coding;description=antitoxin of the ChpA-ChpR toxin-antitoxin system;gene_id=b2783;logic_name=ena
"
2625,Chromosome,ena,gene,2911417,2913651,.,-,.,"ID=gene:b2784;Name=relA;biotype=protein_coding;description=(p)ppGpp synthetase I/GTP pyrophosphokinase;gene_id=b2784;logic_name=ena
"
2626,Chromosome,ena,gene,2913699,2915000,.,-,.,"ID=gene:b2785;Name=rlmD;biotype=protein_coding;description=23S rRNA m(5)U1939 methyltransferase%2C SAM-dependent;gene_id=b2785;logic_name=ena
"
2627,Chromosome,ena,gene,2915057,2917813,.,+,.,"ID=gene:b2786;Name=barA;biotype=protein_coding;description=hybrid sensory histidine kinase%2C in two-component regulatory system with UvrY;gene_id=b2786;logic_name=ena
"
2628,Chromosome,ena,gene,2918045,2919385,.,-,.,"ID=gene:b2787;Name=gudD;biotype=protein_coding;description=D-glucarate dehydratase 1;gene_id=b2787;logic_name=ena
"
2629,Chromosome,ena,gene,2919406,2920746,.,-,.,"ID=gene:b2788;Name=gudX;biotype=protein_coding;description=glucarate dehydratase-related protein%2C substrate unknown;gene_id=b2788;logic_name=ena
"
2630,Chromosome,ena,gene,2920748,2922100,.,-,.,"ID=gene:b2789;Name=gudP;biotype=protein_coding;description=putative D-glucarate transporter;gene_id=b2789;logic_name=ena
"
2631,Chromosome,ena,gene,2922535,2922984,.,-,.,"ID=gene:b2790;Name=yqcA;biotype=protein_coding;description=short-chain flavodoxin%2C FMN-binding;gene_id=b2790;logic_name=ena
"
2632,Chromosome,ena,gene,2923002,2923784,.,-,.,"ID=gene:b2791;Name=truC;biotype=protein_coding;description=tRNA(Ile1%2CAsp) pseudouridine(65) synthase;gene_id=b2791;logic_name=ena
"
2633,Chromosome,ena,gene,2923784,2924113,.,-,.,"ID=gene:b2792;Name=yqcC;biotype=protein_coding;description=DUF446 family protein;gene_id=b2792;logic_name=ena
"
2634,Chromosome,ena,gene,2924735,2925280,.,-,.,"ID=gene:b2793;Name=syd;biotype=protein_coding;description=SecY-interacting protein;gene_id=b2793;logic_name=ena
"
2635,Chromosome,ena,gene,2925348,2926196,.,+,.,"ID=gene:b2794;Name=queF;biotype=protein_coding;description=7-cyano-7-deazaguanine reductase (NADPH-dependent);gene_id=b2794;logic_name=ena
"
2636,Chromosome,ena,gene,2926308,2927672,.,+,.,"ID=gene:b2795;Name=ygdH;biotype=protein_coding;description=UPF0717 family protein;gene_id=b2795;logic_name=ena
"
2637,Chromosome,ena,gene,2928229,2929518,.,+,.,"ID=gene:b2796;Name=sdaC;biotype=protein_coding;description=putative serine transporter;gene_id=b2796;logic_name=ena
"
2638,Chromosome,ena,gene,2929576,2930943,.,+,.,"ID=gene:b2797;Name=sdaB;biotype=protein_coding;description=L-serine dehydratase 2;gene_id=b2797;logic_name=ena
"
2639,Chromosome,ena,gene,2931055,2931810,.,+,.,"ID=gene:b2798;Name=ygdG;biotype=protein_coding;description=Ssb-binding protein%2C misidentified as ExoIX;gene_id=b2798;logic_name=ena
"
2640,Chromosome,ena,gene,2931865,2933013,.,-,.,"ID=gene:b2799;Name=fucO;biotype=protein_coding;description=L-1%2C2-propanediol oxidoreductase;gene_id=b2799;logic_name=ena
"
2641,Chromosome,ena,gene,2933041,2933688,.,-,.,"ID=gene:b2800;Name=fucA;biotype=protein_coding;description=L-fuculose-1-phosphate aldolase;gene_id=b2800;logic_name=ena
"
2642,Chromosome,ena,gene,2934235,2935551,.,+,.,"ID=gene:b2801;Name=fucP;biotype=protein_coding;description=L-fucose transporter;gene_id=b2801;logic_name=ena
"
2643,Chromosome,ena,gene,2935584,2937359,.,+,.,"ID=gene:b2802;Name=fucI;biotype=protein_coding;description=L-fucose isomerase;gene_id=b2802;logic_name=ena
"
2644,Chromosome,ena,gene,2937468,2938886,.,+,.,"ID=gene:b2803;Name=fucK;biotype=protein_coding;description=L-fuculokinase;gene_id=b2803;logic_name=ena
"
2645,Chromosome,ena,gene,2938888,2939310,.,+,.,"ID=gene:b2804;Name=fucU;biotype=protein_coding;description=L-fucose mutarotase;gene_id=b2804;logic_name=ena
"
2646,Chromosome,ena,gene,2939368,2940099,.,+,.,"ID=gene:b2805;Name=fucR;biotype=protein_coding;description=l-fucose operon activator;gene_id=b2805;logic_name=ena
"
2647,Chromosome,ena,gene,2940143,2941243,.,-,.,"ID=gene:b2806;Name=rlmM;biotype=protein_coding;description=23S rRNA C2498 2'-O-ribose methyltransferase%2C SAM-dependent;gene_id=b2806;logic_name=ena
"
2648,Chromosome,ena,gene,2941236,2941631,.,-,.,"ID=gene:b2807;Name=ygdD;biotype=protein_coding;description=UPF0382 family inner membrane protein;gene_id=b2807;logic_name=ena
"
2649,Chromosome,ena,gene,2941650,2942567,.,-,.,"ID=gene:b2808;Name=gcvA;biotype=protein_coding;description=glycine cleavage system transcriptional activator%3B autorepressor;gene_id=b2808;logic_name=ena
"
2650,Chromosome,ena,gene,2942918,2943145,.,-,.,"ID=gene:b2809;Name=ygdI;biotype=protein_coding;description=DUF903 family verified lipoprotein;gene_id=b2809;logic_name=ena
"
2651,Chromosome,ena,gene,2943337,2944542,.,+,.,"ID=gene:b2810;Name=csdA;biotype=protein_coding;description=cysteine sulfinate desulfinase;gene_id=b2810;logic_name=ena
"
2652,Chromosome,ena,gene,2944542,2944985,.,+,.,"ID=gene:b2811;Name=csdE;biotype=protein_coding;description=CsdA-binding activator%3B Fe-S protein;gene_id=b2811;logic_name=ena
"
2653,Chromosome,ena,gene,2945036,2945842,.,-,.,"ID=gene:b2812;Name=tcdA;biotype=protein_coding;description=tRNA threonylcarbamoyladenosine dehydratase%3B sulfur acceptor for CsdA;gene_id=b2812;logic_name=ena
"
2654,Chromosome,ena,gene,2946081,2947178,.,-,.,"ID=gene:b2813;Name=mltA;biotype=protein_coding;description=membrane-bound lytic murein transglycosylase A;gene_id=b2813;logic_name=ena
"
2655,Chromosome,ena,gene,2947757,2949010,.,-,.,"ID=gene:b2817;Name=amiC;biotype=protein_coding;description=N-acetylmuramoyl-L-alanine amidase;gene_id=b2817;logic_name=ena
"
2656,Chromosome,ena,gene,2949242,2950573,.,+,.,"ID=gene:b2818;Name=argA;biotype=protein_coding;description=amino acid N-acetyltransferase and inactive acetylglutamate kinase;gene_id=b2818;logic_name=ena
"
2657,Chromosome,ena,gene,2950635,2952461,.,-,.,"ID=gene:b2819;Name=recD;biotype=protein_coding;description=exonuclease V (RecBCD complex)%2C alpha chain;gene_id=b2819;logic_name=ena
"
2658,Chromosome,ena,gene,2952461,2956003,.,-,.,"ID=gene:b2820;Name=recB;biotype=protein_coding;description=exonuclease V (RecBCD complex)%2C beta subunit;gene_id=b2820;logic_name=ena
"
2659,Chromosome,ena,gene,2955996,2958884,.,-,.,"ID=gene:b2821;Name=ptrA;biotype=protein_coding;description=protease III;gene_id=b2821;logic_name=ena
"
2660,Chromosome,ena,gene,2959060,2962428,.,-,.,"ID=gene:b2822;Name=recC;biotype=protein_coding;description=exonuclease V (RecBCD complex)%2C gamma chain;gene_id=b2822;logic_name=ena
"
2661,Chromosome,ena,gene,2962441,2962764,.,-,.,"ID=gene:b2823;Name=ppdC;biotype=protein_coding;description=putative prepilin peptidase-dependent protein;gene_id=b2823;logic_name=ena
"
2662,Chromosome,ena,gene,2962749,2963156,.,-,.,"ID=gene:b2824;Name=ygdB;biotype=protein_coding;description=DUF2509 family protein;gene_id=b2824;logic_name=ena
"
2663,Chromosome,ena,gene,2963153,2963716,.,-,.,"ID=gene:b2825;Name=ppdB;biotype=protein_coding;description=putative prepilin peptidase-dependent protein;gene_id=b2825;logic_name=ena
"
2664,Chromosome,ena,gene,2963707,2964177,.,-,.,"ID=gene:b2826;Name=ppdA;biotype=protein_coding;description=putative prepilin peptidase-dependent protein;gene_id=b2826;logic_name=ena
"
2665,Chromosome,ena,gene,2964361,2965155,.,-,.,"ID=gene:b2827;Name=thyA;biotype=protein_coding;description=thymidylate synthetase;gene_id=b2827;logic_name=ena
"
2666,Chromosome,ena,gene,2965162,2966037,.,-,.,"ID=gene:b2828;Name=lgt;biotype=protein_coding;description=phosphatidylglycerol-prolipoprotein diacylglyceryl transferase;gene_id=b2828;logic_name=ena
"
2667,Chromosome,ena,gene,2966188,2968434,.,-,.,"ID=gene:b2829;Name=ptsP;biotype=protein_coding;description=PEP-protein phosphotransferase enzyme I%3B GAF domain containing protein;gene_id=b2829;logic_name=ena
"
2668,Chromosome,ena,gene,2968447,2968977,.,-,.,"ID=gene:b2830;Name=rppH;biotype=protein_coding;description=RNA pyrophosphohydrolase;gene_id=b2830;logic_name=ena
"
2669,Chromosome,ena,gene,2969662,2970351,.,+,.,"ID=gene:b2831;Name=mutH;biotype=protein_coding;description=methyl-directed mismatch repair protein;gene_id=b2831;logic_name=ena
"
2670,Chromosome,ena,gene,2970420,2971133,.,+,.,"ID=gene:b2832;Name=ygdQ;biotype=protein_coding;description=UPF0053 family inner membrane protein;gene_id=b2832;logic_name=ena
"
2671,Chromosome,ena,gene,2971271,2971489,.,+,.,"ID=gene:b2833;Name=ygdR;biotype=protein_coding;description=DUF903 family verified lipoprotein;gene_id=b2833;logic_name=ena
"
2672,Chromosome,ena,gene,2971597,2972637,.,+,.,"ID=gene:b2834;Name=tas;biotype=protein_coding;description=putative NADP(H)-dependent aldo-keto reductase;gene_id=b2834;logic_name=ena
"
2673,Chromosome,ena,gene,2972669,2973862,.,-,.,"ID=gene:b2835;Name=lplT;biotype=protein_coding;description=lysophospholipid transporter;gene_id=b2835;logic_name=ena
"
2674,Chromosome,ena,gene,2973855,2976014,.,-,.,"ID=gene:b2836;Name=aas;biotype=protein_coding;description=fused 2-acylglycerophospho-ethanolamine acyl transferase/acyl-acyl carrier protein synthetase;gene_id=b2836;logic_name=ena
"
2675,Chromosome,ena,gene,2976599,2977630,.,+,.,"ID=gene:b2837;Name=galR;biotype=protein_coding;description=galactose-inducible d-galactose regulon transcriptional repressor%3B autorepressor;gene_id=b2837;logic_name=ena
"
2676,Chromosome,ena,gene,2977637,2978899,.,-,.,"ID=gene:b2838;Name=lysA;biotype=protein_coding;description=diaminopimelate decarboxylase%2C PLP-binding;gene_id=b2838;logic_name=ena
"
2677,Chromosome,ena,gene,2979021,2979956,.,+,.,"ID=gene:b2839;Name=lysR;biotype=protein_coding;description=transcriptional activator of lysA%3B autorepressor;gene_id=b2839;logic_name=ena
"
2678,Chromosome,ena,gene,2979943,2980635,.,-,.,"ID=gene:b2840;Name=ygeA;biotype=protein_coding;description=Asp/Glu_racemase family protein;gene_id=b2840;logic_name=ena
"
2679,Chromosome,ena,gene,2980764,2982182,.,-,.,"ID=gene:b2841;Name=araE;biotype=protein_coding;description=arabinose transporter;gene_id=b2841;logic_name=ena
"
2680,Chromosome,ena,gene,2982497,2983258,.,-,.,"ID=gene:b2842;Name=kduD;biotype=protein_coding;description=2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase%3B KDG oxidoreductase%3B 20-ketosteroid reductase;gene_id=b2842;logic_name=ena
"
2681,Chromosome,ena,gene,2983288,2984124,.,-,.,"ID=gene:b2843;Name=kduI;biotype=protein_coding;description=hexuronate isomerase;gene_id=b2843;logic_name=ena
"
2682,Chromosome,ena,gene,2984411,2985592,.,-,.,"ID=gene:b2844;Name=yqeF;biotype=protein_coding;description=short chain acyltransferase;gene_id=b2844;logic_name=ena
"
2683,Chromosome,ena,gene,2985847,2987076,.,+,.,"ID=gene:b2845;Name=yqeG;biotype=protein_coding;description=putative transporter;gene_id=b2845;logic_name=ena
"
2684,Chromosome,ena,gene,2987536,2988168,.,+,.,"ID=gene:b2846;Name=yqeH;biotype=protein_coding;description=putative LuxR family transcriptional regulator;gene_id=b2846;logic_name=ena
"
2685,Chromosome,ena,gene,2988502,2989311,.,+,.,"ID=gene:b2847;Name=yqeI;biotype=protein_coding;description=putative transcriptional regulator;gene_id=b2847;logic_name=ena
"
2686,Chromosome,ena,gene,2989304,2989786,.,+,.,"ID=gene:b2848;Name=yqeJ;biotype=protein_coding;description=uncharacterized protein;gene_id=b2848;logic_name=ena
"
2687,Chromosome,ena,gene,2989819,2989899,.,-,.,"ID=gene:b4683;Name=yqeL;biotype=protein_coding;description=uncharacterized protein;gene_id=b4683;logic_name=ena
"
2688,Chromosome,ena,gene,2989935,2990360,.,-,.,"ID=gene:b2849;Name=yqeK;biotype=protein_coding;description=uncharacterized protein;gene_id=b2849;logic_name=ena
"
2689,Chromosome,ena,gene,2991268,2991759,.,+,.,"ID=gene:b2851;Name=ygeG;biotype=protein_coding;description=SycD-like chaperone family TPR-repeat-containing protein;gene_id=b2851;logic_name=ena
"
2690,Chromosome,ena,gene,2992094,2993470,.,+,.,"ID=gene:b2852;Name=ygeH;biotype=protein_coding;description=putative transcriptional regulator;gene_id=b2852;logic_name=ena
"
2691,Chromosome,ena,gene,2993638,2993856,.,+,.,"ID=gene:b2853;Name=ygeI;biotype=protein_coding;description=uncharacterized protein;gene_id=b2853;logic_name=ena
"
2692,Chromosome,ena,gene,2996372,2997277,.,-,.,"ID=gene:b2860;Name=insD1;biotype=protein_coding;description=IS2 transposase TnpB;gene_id=b2860;logic_name=ena
"
2693,Chromosome,ena,gene,2997235,2997600,.,-,.,"ID=gene:b2861;Name=insC1;biotype=protein_coding;description=IS2 repressor TnpA;gene_id=b2861;logic_name=ena
"
2694,Chromosome,ena,gene,2999136,2999891,.,-,.,"ID=gene:b2865;Name=ygeR;biotype=protein_coding;description=LysM domain-containing M23 family putative peptidase%3B septation lipoprotein;gene_id=b2865;logic_name=ena
